MovieID,Title,NumRatings
3639,"Man with the Golden Gun, The (1974)",461
3334,Key Largo (1948),461
1385,Under Siege (1992),461
2973,Crimes and Misdemeanors (1989),460
786,Eraser (1996),460
2735,"Golden Child, The (1986)",459
3409,Final Destination (2000),459
172,Johnny Mnemonic (1995),458
7,Sabrina (1995),458
2313,"Elephant Man, The (1980)",457
1120,"People vs. Larry Flynt, The (1996)",456
671,Mystery Science Theater 3000: The Movie (1996),456
348,Bullets Over Broadway (1994),455
1717,Scream 2 (1997),455
3512,Return to Me (2000),454
1254,"Treasure of the Sierra Madre, The (1948)",453
3159,Fantasia 2000 (1999),453
1185,My Left Foot (1989),453
3730,"Conversation, The (1974)",453
1274,Akira (1988),452
1955,Kramer Vs. Kramer (1979),452
1049,"Ghost and the Darkness, The (1996)",451
2788,And Now for Something Completely Different (1971),451
180,Mallrats (1995),451
1347,"Nightmare on Elm Street, A (1984)",451
515,"Remains of the Day, The (1993)",450
2739,"Color Purple, The (1985)",450
3468,"Hustler, The (1961)",450
994,Big Night (1996),450
1792,U.S. Marshalls (1998),448
3706,Angel Heart (1987),448
2805,Mickey Blue Eyes (1999),448
3016,Creepshow (1982),447
3219,Pacific Heights (1990),447
3358,Defending Your Life (1991),446
930,Notorious (1946),445
2926,Hairspray (1988),445
2409,Rocky II (1979),445
2413,Clue (1985),443
3545,Cabaret (1972),443
933,To Catch a Thief (1955),443
1297,Real Genius (1985),442
2687,Tarzan (1999),442
647,Courage Under Fire (1996),441
2253,Toys (1992),440
720,Wallace & Gromit: The Best of Aardman Animation (1996),438
2116,"Lord of the Rings, The (1978)",438
3274,Single White Female (1992),438
3916,Remember the Titans (2000),437
379,Timecop (1994),436
3791,Footloose (1984),435
1081,Victor/Victoria (1982),434
2450,Howard the Duck (1986),434
1047,"Long Kiss Goodnight, The (1996)",434
144,"Brothers McMullen, The (1995)",433
3254,Wayne's World 2 (1993),433
52,Mighty Aphrodite (1995),431
3869,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",431
3186,"Girl, Interrupted (1999)",431
2759,Dick (1999),430
3261,Singles (1992),429
2966,"Straight Story, The (1999)",429
1614,In & Out (1997),428
372,Reality Bites (1994),428
802,Phenomenon (1996),427
1224,Henry V (1989),426
2728,Spartacus (1960),426
916,Roman Holiday (1953),425
2989,For Your Eyes Only (1981),425
3285,"Beach, The (2000)",423
2009,Soylent Green (1973),422
2991,Live and Let Die (1973),422
2713,Lake Placid (1999),421
3035,Mister Roberts (1955),421
3744,Shaft (2000),421
1100,Days of Thunder (1990),420
3513,Rules of Engagement (2000),420
2335,"Waterboy, The (1998)",420
3617,Road Trip (2000),419
2840,Stigmata (1999),419
585,"Brady Bunch Movie, The (1995)",418
2375,"Money Pit, The (1986)",418
303,"Quick and the Dead, The (1995)",418
909,"Apartment, The (1960)",417
748,"Arrival, The (1996)",417
3019,Drugstore Cowboy (1989),416
2125,Ever After: A Cinderella Story (1998),416
724,"Craft, The (1996)",416
494,Executive Decision (1996),416
1171,Bob Roberts (1992),415
2622,"Midsummer Night's Dream, A (1999)",415
2471,Crocodile Dundee II (1988),414
2378,Police Academy (1984),413
955,Bringing Up Baby (1938),413
3686,Flatliners (1990),413
370,Naked Gun 33 1/3: The Final Insult (1994),412
333,Tommy Boy (1995),410
2600,eXistenZ (1999),410
2485,She's All That (1999),410
1350,"Omen, The (1976)",409
3844,Steel Magnolias (1989),408
1135,Private Benjamin (1980),407
2648,Frankenstein (1931),406
3826,Hollow Man (2000),405
1124,On Golden Pond (1981),405
2993,Thunderball (1965),404
2141,"American Tail, An (1986)",404
29,"City of Lost Children, The (1995)",403
926,All About Eve (1950),403
3259,Far and Away (1992),403
1283,High Noon (1952),403
1103,Rebel Without a Cause (1955),402
2402,Rambo: First Blood Part II (1985),401
1892,"Perfect Murder, A (1998)",401
2410,Rocky III (1982),401
3551,Marathon Man (1976),400
1499,Anaconda (1997),399
2857,Yellow Submarine (1968),399
3185,Snow Falling on Cedars (1999),398
2403,First Blood (1982),397
951,His Girl Friday (1940),397
1616,"Peacemaker, The (1997)",395
2702,Summer of Sam (1999),395
1620,Kiss the Girls (1997),395
3083,All About My Mother (Todo Sobre Mi Madre) (1999),394
3196,Stalag 17 (1953),394
432,City Slickers II: The Legend of Curly's Gold (1994),392
1020,Cool Runnings (1993),392
1409,Michael (1996),392
2919,Year of Living Dangerously (1982),391
2672,"Thirteenth Floor, The (1999)",391
1801,"Man in the Iron Mask, The (1998)",391
2690,"Ideal Husband, An (1999)",390
783,"Hunchback of Notre Dame, The (1996)",390
19,Ace Ventura: When Nature Calls (1995),389
3507,"Odd Couple, The (1968)",389
532,Serial Mom (1994),389
1754,Fallen (1998),388
2010,Metropolis (1926),388
3952,"Contender, The (2000)",388
1888,Hope Floats (1998),387
105,"Bridges of Madison County, The (1995)",387
1298,Pink Floyd - The Wall (1982),387
928,Rebecca (1940),386
2334,"Siege, The (1998)",386
674,Barbarella (1968),386
224,Don Juan DeMarco (1995),386
784,"Cable Guy, The (1996)",385
2794,European Vacation (1985),385
1125,"Return of the Pink Panther, The (1974)",385
2990,Licence to Kill (1989),385
2718,Drop Dead Gorgeous (1999),383
272,"Madness of King George, The (1994)",383
3156,Bicentennial Man (1999),383
954,Mr. Smith Goes to Washington (1939),383
517,Rising Sun (1993),382
48,Pocahontas (1995),382
1411,Hamlet (1996),382
2053,"Honey, I Blew Up the Kid (1992)",381
1719,"Sweet Hereafter, The (1997)",381
2015,"Absent Minded Professor, The (1961)",380
3705,Bird on a Wire (1990),380
1459,Absolute Power (1997),380
2398,Miracle on 34th Street (1947),380
164,Devil in a Blue Dress (1995),379
2414,Young Sherlock Holmes (1985),379
1086,Dial M for Murder (1954),379
3068,"Verdict, The (1982)",379
940,"Adventures of Robin Hood, The (1938)",378
22,Copycat (1995),378
3836,Kelly's Heroes (1970),375
2411,Rocky IV (1985),375
2808,Universal Soldier (1992),375
2468,Jumpin' Jack Flash (1986),374
905,It Happened One Night (1934),374
520,Robin Hood: Men in Tights (1993),374
1061,Sleepers (1996),374
1301,Forbidden Planet (1956),373
2720,Inspector Gadget (1999),373
1091,Weekend at Bernie's (1989),373
1914,Smoke Signals (1998),372
2004,Gremlins 2: The New Batch (1990),372
2565,"King and I, The (1956)",372
1078,Bananas (1971),372
2301,History of the World: Part I (1981),371
1388,Jaws 2 (1978),370
1379,Young Guns II (1990),369
431,Carlito's Way (1993),369
2139,"Secret of NIMH, The (1982)",369
3618,Small Time Crooks (2000),369
1175,Delicatessen (1991),368
2110,Dead Men Don't Wear Plaid (1982),367
1556,Speed 2: Cruise Control (1997),367
252,I.Q. (1994),367
3250,Alive (1993),366
1835,City of Angels (1998),366
3712,Soapdish (1991),365
3508,"Outlaw Josey Wales, The (1976)",365
2530,Beneath the Planet of the Apes (1970),365
915,Sabrina (1954),365
2247,Married to the Mob (1988),365
1367,101 Dalmatians (1996),364
1944,From Here to Eternity (1953),364
1920,Small Soldiers (1998),364
2118,"Dead Zone, The (1983)",363
1277,Cyrano de Bergerac (1990),363
168,First Knight (1995),362
2942,Flashdance (1983),362
145,Bad Boys (1995),362
1619,Seven Years in Tibet (1997),362
2082,"Mighty Ducks, The (1992)",361
1344,Cape Fear (1962),361
3525,Bachelor Party (1984),360
3811,Breaker Morant (1980),360
2496,Blast from the Past (1999),360
3201,Five Easy Pieces (1970),359
1245,Miller's Crossing (1990),358
3684,"Fabulous Baker Boys, The (1989)",358
3397,"Great Muppet Caper, The (1981)",358
2532,Conquest of the Planet of the Apes (1972),358
327,Tank Girl (1995),358
60,"Indian in the Cupboard, The (1995)",357
1217,Ran (1985),357
2747,"Little Shop of Horrors, The (1960)",356
3088,Harvey (1950),356
3668,Romeo and Juliet (1968),356
2297,What Dreams May Come (1998),355
3505,No Way Out (1987),355
2143,Legend (1985),355
1327,"Amityville Horror, The (1979)",355
216,Billy Madison (1995),355
3152,"Last Picture Show, The (1971)",354
2416,Back to School (1986),354
1916,Buffalo 66 (1998),354
1518,Breakdown (1997),354
2861,For Love of the Game (1999),354
1810,Primary Colors (1998),353
3067,Women on the Verge of a Nervous Breakdown (1988),353
3461,Lord of the Flies (1963),353
3633,On Her Majesty's Secret Service (1969),353
2146,St. Elmo's Fire (1985),352
3062,"Longest Day, The (1962)",352
420,Beverly Hills Cop III (1994),352
1693,Amistad (1997),351
1238,Local Hero (1983),351
468,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",350
1537,Shall We Dance? (Shall We Dansu?) (1996),350
546,Super Mario Bros. (1993),350
376,"River Wild, The (1994)",350
3451,Guess Who's Coming to Dinner (1967),350
230,Dolores Claiborne (1994),349
1950,In the Heat of the Night (1967),348
3927,Fantastic Voyage (1966),348
1603,Mimic (1997),348
2950,"Blue Lagoon, The (1980)",346
2112,Grand Canyon (1991),346
232,Eat Drink Man Woman (1994),346
2803,"Pelican Brief, The (1993)",346
514,"Ref, The (1994)",346
3000,"Princess Mononoke, The (Mononoke Hime) (1997)",345
2779,Heaven Can Wait (1978),345
2231,Rounders (1998),345
3615,Dinosaur (2000),345
805,"Time to Kill, A (1996)",344
1096,Sophie's Choice (1982),344
1027,Robin Hood: Prince of Thieves (1991),344
2340,Meet Joe Black (1998),344
900,"American in Paris, An (1951)",343
2474,"Color of Money, The (1986)",343
3034,Robin Hood (1973),343
3593,Battlefield Earth (2000),342
3398,"Muppets Take Manhattan, The (1984)",341
3053,"Messenger: The Story of Joan of Arc, The (1999)",341
2953,Home Alone 2: Lost in New York (1992),341
2995,"House on Haunted Hill, The (1999)",341
3249,"Hand That Rocks the Cradle, The (1992)",340
3258,Death Becomes Her (1992),339
3688,Porky's (1981),339
531,"Secret Garden, The (1993)",338
799,"Frighteners, The (1996)",338
1334,"Blob, The (1958)",338
3770,Dreamscape (1984),338
1687,"Jackal, The (1997)",337
492,Manhattan Murder Mystery (1993),335
306,Three Colors: Red (1994),334
3155,Anna and the King (1999),333
2643,Superman IV: The Quest for Peace (1987),332
3452,Romeo Must Die (2000),331
2312,Children of a Lesser God (1986),331
1300,My Life as a Dog (Mitt liv som hund) (1985),330
2901,Phantasm (1979),330
2390,Little Voice (1998),330
222,Circle of Friends (1995),329
2827,"Astronaut's Wife, The (1999)",328
3271,Of Mice and Men (1992),328
3556,"Virgin Suicides, The (1999)",328
3265,Hard-Boiled (Lashou shentan) (1992),327
3071,Stand and Deliver (1987),327
2262,About Last Night... (1986),326
236,French Kiss (1995),326
2376,"View to a Kill, A (1985)",325
3681,For a Few Dollars More (1965),325
2303,Nashville (1975),325
3198,Papillon (1973),325
1243,Rosencrantz and Guildenstern Are Dead (1990),325
2467,"Name of the Rose, The (1986)",324
880,"Island of Dr. Moreau, The (1996)",324
1030,Pete's Dragon (1977),323
3244,"Goodbye Girl, The (1977)",322
1672,"Rainmaker, The (1997)",321
1438,Dante's Peak (1997),321
3528,"Prince of Tides, The (1991)",321
170,Hackers (1995),321
2318,Happiness (1998),320
3494,True Grit (1969),320
2819,Three Days of the Condor (1975),319
69,Friday (1995),319
1769,"Replacement Killers, The (1998)",319
1031,Bedknobs and Broomsticks (1971),319
125,Flirting With Disaster (1996),318
2971,All That Jazz (1979),317
1974,Friday the 13th (1980),317
2921,High Plains Drifter (1972),317
1126,Drop Dead Fred (1991),317
1268,Pump Up the Volume (1990),317
2282,Pecker (1998),316
3040,Meatballs (1979),315
538,Six Degrees of Separation (1993),315
3328,Ghost Dog: The Way of the Samurai (1999),314
741,Ghost in the Shell (Kokaku kidotai) (1995),314
2531,Battle for the Planet of the Apes (1973),312
2111,"Man with Two Brains, The (1983)",312
475,In the Name of the Father (1993),312
2401,Pale Rider (1985),312
44,Mortal Kombat (1995),311
1303,"Man Who Would Be King, The (1975)",310
2367,King Kong (1976),309
507,"Perfect World, A (1993)",308
1260,M (1931),308
3146,Deuce Bigalow: Male Gigolo (1999),308
1594,In the Company of Men (1997),307
2802,Tequila Sunrise (1988),306
678,Some Folks Call It a Sling Blade (1993),306
2867,Fright Night (1985),306
1895,Can't Hardly Wait (1998),306
3841,Air America (1990),306
911,Charade (1963),306
3760,"Kentucky Fried Movie, The (1977)",305
2513,Pet Sematary (1989),305
2138,Watership Down (1978),305
3871,Shane (1953),305
3462,Modern Times (1936),305
3566,"Big Kahuna, The (2000)",304
2130,Atlantic City (1980),304
3949,Requiem for a Dream (2000),304
3163,Topsy-Turvy (1999),304
934,Father of the Bride (1950),304
2348,Sid and Nancy (1986),304
3802,Freejack (1992),304
1688,Anastasia (1997),304
1381,Grease 2 (1982),303
2072,"'burbs, The (1989)",303
921,My Favorite Year (1982),302
3484,"Skulls, The (2000)",302
1702,Flubber (1997),302
2567,EDtv (1999),302
1964,Klute (1971),302
2404,Rambo III (1988),301
1845,Zero Effect (1998),301
535,Short Cuts (1993),301
2363,Godzilla (Gojira) (1954),301
1012,Old Yeller (1957),301
3189,My Dog Skip (1999),300
314,"Secret of Roan Inish, The (1994)",300
2346,"Stepford Wives, The (1975)",300
2476,Heartbreak Ridge (1986),300
737,Barb Wire (1996),300
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",299
493,Menace II Society (1993),298
3355,"Ninth Gate, The (2000)",298
3388,Harry and the Hendersons (1987),298
1884,Fear and Loathing in Las Vegas (1998),298
762,Striptease (1996),298
2132,Who's Afraid of Virginia Woolf? (1966),297
1429,Jackie Chan's First Strike (1996),297
5,Father of the Bride Part II (1995),296
3007,American Movie (1999),295
830,"First Wives Club, The (1996)",295
412,"Age of Innocence, The (1993)",295
1395,Tin Men (1987),295
3498,Midnight Express (1978),295
3649,American Gigolo (1980),295
2034,"Black Hole, The (1979)",295
2338,I Still Know What You Did Last Summer (1998),295
3308,"Flamingo Kid, The (1984)",294
2518,Night Shift (1982),294
481,Kalifornia (1993),294
1025,"Sword in the Stone, The (1963)",293
3243,Encino Man (1992),293
942,Laura (1944),292
950,"Thin Man, The (1934)",292
1009,Escape to Witch Mountain (1975),291
2875,Sommersby (1993),291
2946,Help! (1965),291
2322,Soldier (1998),290
3733,"Paper Chase, The (1973)",289
3316,Reindeer Games (2000),289
1588,George of the Jungle (1997),289
1488,"Devil's Own, The (1997)",288
2153,"Avengers, The (1998)",288
3129,Sweet and Lowdown (1999),288
1033,"Fox and the Hound, The (1981)",287
2889,"Mystery, Alaska (1999)",287
534,Shadowlands (1993),286
2422,"Karate Kid III, The (1989)",286
999,2 Days in the Valley (1996),286
3812,Everything You Always Wanted to Know About Sex (1972),285
261,Little Women (1994),285
2750,Radio Days (1987),285
1286,Somewhere in Time (1980),285
455,Free Willy (1993),285
2456,"Fly II, The (1989)",284
1701,Deconstructing Harry (1997),284
3576,"Hidden, The (1987)",284
1416,Evita (1996),282
1422,Murder at 1600 (1997),281
2613,Night of the Comet (1984),281
2941,South Pacific (1958),280
3873,Cat Ballou (1965),280
2287,Them! (1954),280
2764,"Thomas Crown Affair, The (1968)",280
2961,"Story of Us, The (1999)",280
3917,Hellraiser (1987),279
3467,Hud (1963),279
2117,Nineteen Eighty-Four (1984),278
616,"Aristocats, The (1970)",278
3565,Where the Heart Is (2000),277
1280,Raise the Red Lantern (1991),277
1147,When We Were Kings (1996),277
2883,Mumford (1999),277
3384,"Taking of Pelham One Two Three, The (1974)",276
2093,Return to Oz (1985),276
1017,Swiss Family Robinson (1960),276
3251,Agnes of God (1985),276
3629,"Gold Rush, The (1925)",275
707,Mulholland Falls (1996),275
3061,Holiday Inn (1942),275
3548,Auntie Mame (1958),274
2412,Rocky V (1990),274
1057,Everyone Says I Love You (1996),274
1969,"Nightmare on Elm Street Part 2: Freddy's Revenge, A (1985)",274
3429,Creature Comforts (1990),274
319,Shallow Grave (1994),273
3099,Shampoo (1975),273
2668,Swamp Thing (1982),273
2517,Christine (1983),273
861,Supercop (1992),273
2505,8MM (1999),272
382,Wolf (1994),272
3675,White Christmas (1954),271
3307,City Lights (1931),271
2815,Iron Eagle (1986),271
971,Cat on a Hot Tin Roof (1958),271
3477,Empire Records (1995),271
383,Wyatt Earp (1994),270
952,Around the World in 80 Days (1956),269
1189,"Thin Blue Line, The (1988)",269
3723,Hamlet (1990),269
3501,Murphy's Romance (1985),269
426,Body Snatchers (1993),269
1927,All Quiet on the Western Front (1930),268
361,It Could Happen to You (1994),268
1970,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",268
3469,Inherit the Wind (1960),268
2059,"Parent Trap, The (1998)",268
355,"Flintstones, The (1994)",267
3708,Firestarter (1984),267
2155,"Slums of Beverly Hills, The (1998)",267
1354,Breaking the Waves (1996),267
3238,Eye of the Beholder (1999),267
2524,"Towering Inferno, The (1974)",266
1457,Fools Rush In (1997),266
2447,Varsity Blues (1999),266
2676,Instinct (1999),266
3478,"Bamba, La (1987)",266
1633,Ulee's Gold (1997),266
1295,"Unbearable Lightness of Being, The (1988)",266
2793,"American Werewolf in Paris, An (1997)",265
3366,Where Eagles Dare (1969),265
1643,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",265
1480,Smilla's Sense of Snow (1997),265
2070,Tender Mercies (1983),264
1833,Mercury Rising (1998),264
599,"Wild Bunch, The (1969)",264
663,Kids in the Hall: Brain Candy (1996),264
3208,Loaded Weapon 1 (1993),264
2389,Psycho (1998),264
1735,Great Expectations (1998),263
2822,Medicine Man (1992),263
428,"Bronx Tale, A (1993)",263
1342,Candyman (1992),262
2083,"Muppet Christmas Carol, The (1992)",262
249,Immortal Beloved (1994),261
3549,Guys and Dolls (1955),260
2188,54 (1998),259
3145,"Cradle Will Rock, The (1999)",259
1873,"Misérables, Les (1998)",259
158,Casper (1995),259
2457,Running Scared (1986),259
2408,Cocoon: The Return (1988),259
3153,"7th Voyage of Sinbad, The (1958)",258
373,Red Rock West (1992),258
1013,"Parent Trap, The (1961)",258
237,Forget Paris (1995),257
351,"Corrina, Corrina (1994)",257
1264,Diva (1981),257
107,Muppet Treasure Island (1996),256
2114,"Outsiders, The (1983)",256
996,Last Man Standing (1996),256
225,Disclosure (1994),254
446,Farewell My Concubine (1993),254
2022,"Last Temptation of Christ, The (1988)",254
965,"39 Steps, The (1935)",253
101,Bottle Rocket (1996),253
3169,"Falcon and the Snowman, The (1984)",253
1963,Take the Money and Run (1969),252
3004,"Bachelor, The (1999)",252
3089,"Bicycle Thief, The (Ladri di biciclette) (1948)",252
1689,"Man Who Knew Too Little, The (1997)",252
3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),251
945,Top Hat (1935),251
3197,"Presidio, The (1988)",251
366,Wes Craven's New Nightmare (1994),251
2906,Random Hearts (1999),250
1627,U Turn (1997),250
2090,"Rescuers, The (1977)",249
1924,Plan 9 from Outer Space (1958),249
3821,Nutty Professor II: The Klumps (2000),248
516,Renaissance Man (1994),248
3018,Re-Animator (1985),248
2459,"Texas Chainsaw Massacre, The (1974)",247
1021,Angels in the Outfield (1994),247
3700,"Brother from Another Planet, The (1984)",246
2772,Detroit Rock City (1999),246
3788,Blowup (1966),246
2121,Cujo (1983),245
3365,"Searchers, The (1956)",245
3819,Tampopo (1986),245
413,Airheads (1994),245
3764,F/X 2 (1992),245
1218,"Killer, The (Die xue shuang xiong) (1989)",244
273,Mary Shelley's Frankenstein (1994),244
3102,Jagged Edge (1985),244
2374,Gung Ho (1986),244
307,Three Colors: Blue (1993),243
1971,"Nightmare on Elm Street 4: The Dream Master, A (1988)",242
41,Richard III (1995),242
2120,Needful Things (1993),242
1010,"Love Bug, The (1969)",242
1211,Wings of Desire (Der Himmel über Berlin) (1987),242
1227,Once Upon a Time in America (1984),241
2922,Hang 'em High (1967),241
3741,Badlands (1973),241
3861,"Replacements, The (2000)",241
1541,Addicted to Love (1997),240
2796,Funny Farm (1988),240
719,Multiplicity (1996),239
2859,Stop Making Sense (1984),239
1991,Child's Play (1988),239
2249,My Blue Heaven (1990),239
362,"Jungle Book, The (1994)",239
2089,"Rescuers Down Under, The (1990)",239
2240,My Bodyguard (1980),238
1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",238
1542,Brassed Off (1996),238
2644,Dracula (1931),238
2135,Doctor Dolittle (1967),238
2372,Fletch Lives (1989),238
836,Chain Reaction (1996),237
879,"Relic, The (1997)",237
3707,Nine 1/2 Weeks (1986),237
86,White Squall (1996),236
1939,"Best Years of Our Lives, The (1946)",236
1611,My Own Private Idaho (1991),236
2316,Practical Magic (1998),236
233,Exotica (1994),235
2558,Forces of Nature (1999),235
2583,Cookie's Fortune (1999),235
3783,Croupier (1998),235
1015,Homeward Bound: The Incredible Journey (1993),234
3742,"Battleship Potemkin, The (Bronenosets Potyomkin) (1925)",234
3882,Bring It On (2000),234
2203,Shadow of a Doubt (1943),233
281,Nobody's Fool (1994),233
2232,Cube (1997),233
2122,Children of the Corn (1984),233
804,She's the One (1996),233
1007,"Apple Dumpling Gang, The (1975)",232
2709,Muppets From Space (1999),232
1431,Beverly Hills Ninja (1997),232
3213,Batman: Mask of the Phantasm (1993),232
3932,"Invisible Man, The (1933)",232
986,Fly Away Home (1996),232
1713,Mouse Hunt (1997),231
1205,"Transformers: The Movie, The (1986)",231
2147,"Clan of the Cave Bear, The (1986)",231
1130,"Howling, The (1980)",231
1772,Blues Brothers 2000 (1998),230
2677,Buena Vista Social Club (1999),230
1290,Some Kind of Wonderful (1987),230
1178,Paths of Glory (1957),230
89,Nick of Time (1995),229
2745,"Mission, The (1986)",229
450,With Honors (1994),228
1251,8 1/2 (1963),228
448,Fearless (1993),228
276,Milk Money (1994),228
1615,"Edge, The (1997)",227
3516,"Bell, Book and Candle (1958)",227
1762,Deep Rising (1998),227
605,One Fine Day (1996),226
2279,Urban Legend (1998),226
1226,"Quiet Man, The (1952)",226
2736,Brighton Beach Memoirs (1986),225
1931,Mutiny on the Bounty (1935),225
2379,Police Academy 2: Their First Assignment (1985),225
3179,Angela's Ashes (1999),225
3032,"Omega Man, The (1971)",224
2693,Trekkies (1997),224
73,"Misérables, Les (1995)",224
2399,Santa Claus: The Movie (1985),223
3930,"Creature From the Black Lagoon, The (1954)",223
3546,What Ever Happened to Baby Jane? (1962),223
3342,Birdy (1984),223
3729,Shaft (1971),222
3444,Bloodsport (1988),222
3074,Jeremiah Johnson (1972),222
1359,Jingle All the Way (1996),222
2136,"Nutty Professor, The (1963)",222
42,Dead Presidents (1995),221
2099,Song of the South (1946),221
338,Virtuosity (1995),221
423,Blown Away (1994),221
1023,Winnie the Pooh and the Blustery Day (1968),221
2025,Lolita (1997),221
3430,Death Wish (1974),220
1132,Manon of the Spring (Manon des sources) (1986),220
175,Kids (1995),220
1783,Palmetto (1998),220
2670,"Run Silent, Run Deep (1958)",220
3194,"Way We Were, The (1973)",220
3404,Titanic (1953),219
1392,Citizen Ruth (1996),219
3814,Love and Death (1975),219
3466,Heart and Souls (1993),219
1949,"Man for All Seasons, A (1966)",219
207,"Walk in the Clouds, A (1995)",219
2159,Henry: Portrait of a Serial Killer (1990),219
2553,Village of the Damned (1960),219
1683,"Wings of the Dove, The (1997)",218
837,Matilda (1996),218
256,Junior (1994),218
2269,Indecent Proposal (1993),217
728,Cold Comfort Farm (1995),217
193,Showgirls (1995),217
2387,Very Bad Things (1998),217
